Geo_NAME,Geo_QName,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_PLACECE,SE_T001_001,SE_T002_002,SE_T002_001,SE_T002_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T004_004,SE_T004_005,SE_T004_006,SE_T004_007,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T013_009,SE_T013_010,SE_T013_011,SE_T013_012,SE_T013_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T014_018,SE_T014_019,SE_T014_020,SE_T014_021,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T041_001,SE_T041_002,SE_T041_003,SE_T041_004,SE_T041_005,SE_T041_006,SE_T041_007,SE_T041_008,SE_T041_009,SE_T041_010,SE_T041_011,SE_T041_012,SE_T041_013,SE_T041_014,SE_T041_015,SE_T041_016,SE_T041_017,SE_T041_018,SE_T041_019,SE_T041_020,SE_T041_021,SE_T041_022,SE_T041_023,SE_T041_024,SE_T041_025,SE_T041_026,SE_T043_001,SE_T099_001,SE_T099_002,SE_T099_003,SE_T099_004,SE_T099_005,SE_T099_006,SE_T099_007,SE_T099_008,SE_T099_009,SE_T099_010,SE_T099_011,SE_T099_012,SE_T099_013,SE_T110_001,SE_T110_002,SE_T110_003,SE_T110_004,SE_T110_005,SE_T111_001,SE_T111_002,SE_T111_003,SE_T111_004,SE_T111_005
"Green Valley CDP","Green Valley CDP, Maryland","160","00","3","5","240447","24","0447",9424,9424,457.851189495404,20.5831069487581,9424,9424,0,9424,0,0,0,9424,9273,9052,113,14,91,3,151,124,0,0,2,25,9424,9349,75,11,0,0,64,0,32,32,0,0,0,0,0,0,0,0,0,0,32,6749,5350,26,5324,2852,24,24,4,12,7,35,22,19,91,33,52,47,139,110,124,55,93,101,329,298,614,423,123,26,47,56593,9409,9243,9101,38,16,56,32,166,124,42,0,0,0,9424,9219,205,94,111,205,10,73,71,51
"Hagerstown city","Hagerstown city, Maryland","160","00","3","5","240450","24","0450",35445,35445,3574.29234776515,9.91664826246299,35445,35445,35445,0,0,0,0,35445,35168,32649,2201,40,258,20,277,154,31,11,5,76,35445,35327,118,26,31,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,61,27887,17464,72,17392,15077,1496,1892,904,761,913,542,921,763,826,626,747,517,619,424,491,314,344,244,445,273,574,274,95,19,53,22859,34659,29176,27658,1352,38,118,10,5483,4523,826,3,75,56,35445,34984,461,165,296,461,224,79,53,105
"Halfway CDP","Halfway CDP, Maryland","160","00","3","5","240455","24","0455",8873,8873,1963.34587988039,4.51932595826699,8644,8644,8644,0,0,0,0,8873,8841,8584,162,18,74,3,32,25,0,0,0,7,8644,8619,25,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7115,4335,5,4330,3578,113,217,150,103,179,125,188,155,202,97,125,177,164,220,220,164,102,86,210,150,307,97,21,0,6,34407,8473,7934,7668,157,35,74,0,539,516,0,0,0,23,8644,8492,152,128,24,152,7,18,46,81
"Hampstead town","Hampstead town, Maryland","160","00","3","5","240460","24","0460",2608,2608,1138.30278126053,2.29113030639524,2608,2608,0,2608,0,0,0,2608,2595,2573,12,1,9,0,13,13,0,0,0,0,2608,2593,15,0,6,0,9,0,0,0,0,0,0,0,0,7,4,3,0,0,2,1969,1600,4,1596,1052,24,74,22,24,36,26,31,30,49,57,68,32,79,31,69,48,36,55,64,41,99,47,3,0,7,36677,2604,2515,2507,0,0,8,0,89,89,0,0,0,0,2608,2584,24,13,11,24,7,6,4,7
"Hampton CDP","Hampton CDP, Maryland","160","00","3","5","240462","24","0462",4926,4926,862.453923342121,5.71160947463849,4926,4926,4926,0,0,0,0,4926,4832,4439,38,3,348,4,94,65,3,0,11,15,4926,4842,84,6,0,6,72,39,13,0,13,0,0,0,0,0,0,0,0,0,20,4137,2460,4,2456,1837,26,68,22,6,20,26,20,13,53,19,26,65,37,29,52,25,57,30,82,94,256,261,186,105,259,67778,4922,4771,4366,66,7,325,7,151,134,0,0,17,0,4926,4541,385,260,125,385,66,106,102,111
"Hancock town","Hancock town, Maryland","160","00","3","5","240465","24","0465",1926,1926,715.992089565093,2.68997385316071,1926,0,0,0,1926,0,1926,1926,1907,1884,15,6,2,0,19,16,2,0,0,1,1926,1905,21,3,0,10,8,0,4,0,0,0,4,0,0,0,0,0,0,0,4,1463,917,0,917,782,97,96,44,56,50,54,53,27,47,42,35,27,22,29,21,5,14,8,20,8,13,10,4,0,0,19722,1907,1587,1555,21,9,2,0,320,317,3,0,0,0,1926,1918,8,4,4,8,0,4,2,2
"Havre de Grace city","Havre de Grace city, Maryland","160","00","3","5","240475","24","0475",8952,8952,2707.01372749562,3.30696512879596,8952,8952,0,8952,0,0,0,8952,8872,6993,1756,12,99,12,80,58,0,0,0,22,8952,8874,78,55,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7021,4497,41,4456,3555,196,365,180,141,236,169,165,206,178,152,149,106,97,117,154,117,108,61,141,136,212,122,7,16,24,26678,8642,7338,5886,1354,5,76,17,1304,894,393,0,5,12,8952,8792,160,71,89,160,36,59,26,39
"Hebron town","Hebron town, Maryland","160","00","3","5","240480","24","0480",665,665,1757.49185714286,0.378380131490957,644,0,0,0,644,8,636,665,665,593,70,0,2,0,0,0,0,0,0,0,644,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,360,0,360,260,6,28,25,9,19,13,5,17,14,3,30,18,17,8,7,2,4,8,3,8,5,11,0,0,0,26429,644,593,536,57,0,0,0,51,45,6,0,0,0,644,639,5,0,5,5,5,0,0,0
"Henderson town","Henderson town, Maryland","160","00","3","5","240485","24","0485",66,66,530.867105590062,0.124324900347029,60,0,0,0,60,0,60,66,66,66,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,0,23,19,4,3,1,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15625,60,47,47,0,0,0,0,13,13,0,0,0,0,60,60,0,0,0,0,0,0,0,0
"Herald Harbor CDP","Herald Harbor CDP, Maryland","160","00","3","5","240487","24","0487",1707,1707,1118.70180060729,1.52587579556353,1625,0,0,0,1625,0,1625,1707,1688,1673,0,11,3,1,19,15,0,0,0,4,1625,1605,20,0,0,0,20,0,20,0,0,0,0,20,0,0,0,0,0,0,0,1229,991,7,984,610,12,6,26,0,21,28,0,8,7,19,19,8,15,15,18,35,22,0,52,38,88,117,8,18,30,54354,1625,1548,1528,0,0,0,20,77,49,0,28,0,0,1625,1601,24,17,7,24,0,0,16,8
"Highland Beach town","Highland Beach town, Maryland","160","00","3","5","240490","24","0490",102,102,1347.85089795918,0.0756760262981914,121,121,121,0,0,0,0,102,99,32,67,0,0,0,3,3,0,0,0,0,121,118,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,57,2,55,39,0,2,0,0,5,0,4,0,6,0,0,0,0,3,0,0,2,0,0,6,1,4,6,0,0,39583,117,116,25,91,0,0,0,1,1,0,0,0,0,121,113,8,0,8,8,6,0,2,0
"Hillandale CDP","Hillandale CDP, Maryland","160","00","3","5","240493","24","0493",10318,10318,5049.79141798942,2.04325271005117,10231,10231,10231,0,0,0,0,10318,8331,4249,2723,45,1282,32,1987,856,144,8,29,950,10231,8315,1916,119,98,55,1644,41,1225,127,25,132,48,893,0,75,39,0,32,4,303,8271,6075,21,6054,3612,62,122,46,64,130,90,106,45,232,129,128,87,129,128,174,73,174,92,165,208,534,360,192,68,74,45876,10124,9361,4695,2689,59,1086,832,763,183,262,0,185,133,10231,6657,3574,589,2985,3574,2561,664,211,138
"Hillcrest Heights CDP","Hillcrest Heights CDP, Maryland","160","00","3","5","240495","24","0495",17136,17136,7043.64932042533,2.43282980461686,17136,17136,17136,0,0,0,0,17136,16983,1894,14971,22,86,10,153,34,72,2,0,45,17136,16943,193,23,15,16,139,0,103,46,0,0,35,15,7,28,7,21,0,0,8,13718,10550,80,10470,6997,315,225,170,173,170,206,343,351,487,274,345,286,342,187,321,232,179,241,385,279,803,546,90,27,20,36122,17072,16133,1811,14071,18,157,76,939,99,840,0,0,0,17136,16714,422,179,243,422,137,106,62,117
"Hillsboro town","Hillsboro town, Maryland","160","00","3","5","240500","24","0500",164,164,1147.99468108108,0.142857804746586,169,0,0,0,169,0,169,164,164,160,1,0,3,0,0,0,0,0,0,0,169,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,87,0,87,65,3,4,2,8,2,0,2,7,6,4,2,0,5,0,5,2,3,0,3,0,7,0,0,0,0,26875,169,152,143,3,0,6,0,17,17,0,0,0,0,169,166,3,3,0,3,0,0,0,3
"Hillsmere Shores CDP","Hillsmere Shores CDP, Maryland","160","00","3","5","240502","24","0502",3321,3321,2461.74875443618,1.34904099941776,3302,3302,3302,0,0,0,0,3321,3273,3133,80,7,53,0,48,46,0,0,0,2,3302,3274,28,0,0,0,28,0,10,10,0,0,0,0,0,0,0,0,0,0,18,2598,1831,16,1815,1091,9,17,5,22,16,9,35,40,36,7,21,27,43,34,20,34,44,66,65,96,187,155,80,6,17,54619,3234,3215,3115,0,7,93,0,19,10,0,9,0,0,3302,3129,173,55,118,173,91,27,40,15
"Hughesville CDP","Hughesville CDP, Maryland","160","00","3","5","240504","24","0504",1319,1319,122.466182900161,10.7703201713676,1362,0,0,0,1362,24,1338,1319,1318,1045,246,1,26,0,1,1,0,0,0,0,1362,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,798,9,789,457,16,0,0,36,18,8,6,0,13,8,8,16,20,7,6,0,7,0,39,41,59,73,47,0,29,57333,1341,1303,1121,134,6,42,0,38,30,8,0,0,0,1362,1321,41,31,10,41,0,21,0,20
"Hurlock town","Hurlock town, Maryland","160","00","3","5","240505","24","0505",1706,1706,830.236664411875,2.05483577530089,1720,0,0,0,1720,28,1692,1706,1698,1179,496,0,20,3,8,0,2,0,0,6,1720,1717,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1250,919,0,919,613,21,65,20,19,38,25,46,34,41,9,34,31,36,38,49,8,16,22,19,10,22,10,0,0,0,27348,1711,1481,1105,350,0,26,0,230,81,149,0,0,0,1720,1628,92,6,86,92,71,1,8,12
"Hyattsville city","Hyattsville city, Maryland","160","00","3","5","240510","24","0510",13864,13864,6476.83867821068,2.14055045814884,13860,13860,13860,0,0,0,0,13864,12677,7837,4264,51,500,25,1187,421,121,3,20,622,13860,12828,1032,206,70,47,709,38,376,87,41,49,17,182,0,144,33,10,92,9,151,10961,8261,32,8229,5553,138,302,127,152,240,268,335,262,319,287,324,192,205,195,183,207,129,138,256,310,557,244,147,5,31,32793,13765,12854,7706,4012,48,469,619,911,502,361,0,41,7,13860,11728,2132,638,1494,2132,1262,447,261,162
"Indian Head town","Indian Head town, Maryland","160","00","3","5","240513","24","0513",3531,3531,3324.33574263904,1.06216708339961,3506,3506,0,3506,0,0,0,3531,3447,2496,849,45,53,4,84,58,4,3,5,14,3506,3436,70,20,21,4,25,0,3,0,0,0,3,0,0,0,0,0,0,0,22,2558,1897,196,1701,1267,48,40,41,39,44,29,69,52,79,55,83,47,75,17,64,52,41,60,62,69,96,78,17,8,2,35250,3472,3265,2424,709,59,51,22,207,126,81,0,0,0,3506,3435,71,43,28,71,28,14,12,17
"Jarrettsville CDP","Jarrettsville CDP, Maryland","160","00","3","5","240516","24","0516",2148,2148,311.599318023972,6.89346823228525,2118,0,0,0,2118,0,2118,2148,2136,2100,24,3,9,0,12,10,0,0,0,2,2118,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,1202,8,1194,656,6,6,13,12,14,6,0,11,23,7,28,18,17,40,41,0,15,17,32,67,115,79,65,18,6,56482,2102,2051,2004,35,6,6,0,51,51,0,0,0,0,2118,2106,12,6,6,12,0,0,0,12
"Jessup CDP","Jessup CDP, Maryland","160","00","3","5","240517","24","0517",6537,6537,1549.44189219365,4.21893846612417,6514,6514,6514,0,0,0,0,6537,6417,2260,4077,37,43,0,120,41,65,2,0,12,6514,6441,73,0,9,0,64,0,13,0,0,0,0,13,0,16,0,16,0,0,35,6303,554,5,549,409,3,17,39,10,0,22,36,4,21,15,16,4,24,13,26,0,14,0,20,17,28,46,13,16,5,36823,981,973,965,8,0,0,0,8,5,3,0,0,0,6514,6306,208,100,108,208,80,36,57,35
"Joppatowne CDP","Joppatowne CDP, Maryland","160","00","3","5","240518","24","0518",11084,11084,1627.12843575356,6.81200067336219,11084,11084,11084,0,0,0,0,11084,10937,9927,837,28,135,10,147,104,11,1,2,29,11084,11000,84,24,11,7,42,0,0,0,0,0,0,0,0,36,16,0,0,20,6,8748,6626,75,6551,3933,64,162,72,80,115,126,158,75,116,119,164,186,127,199,182,122,182,164,330,144,559,305,104,14,64,42941,11004,10625,9640,752,22,163,48,379,304,75,0,0,0,11084,10758,326,287,39,326,94,49,56,127
"Keedysville town","Keedysville town, Maryland","160","00","3","5","240520","24","0520",464,464,712.361844694724,0.651354369209433,490,0,0,0,490,0,490,464,464,463,1,0,0,0,0,0,0,0,0,0,490,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,246,8,238,172,4,10,3,0,4,10,2,8,0,7,13,11,9,2,5,13,9,2,15,14,17,11,3,0,0,41500,490,483,481,2,0,0,0,7,7,0,0,0,0,490,480,10,6,4,10,2,2,0,6
"Kensington town","Kensington town, Maryland","160","00","3","5","240525","24","0525",1713,1713,3490.67619512195,0.490735864413271,1713,1713,1713,0,0,0,0,1713,1651,1565,37,4,45,0,62,53,0,0,1,8,1713,1667,46,1,0,13,32,0,17,1,1,6,0,9,0,13,4,2,2,5,2,1445,897,5,892,673,13,14,15,19,15,14,27,17,13,21,16,18,36,26,23,20,21,18,37,23,73,96,52,19,27,48681,1623,1560,1482,21,4,48,5,63,50,4,0,8,1,1713,1518,195,96,99,195,85,24,31,55
"Kentland CDP","Kentland CDP, Maryland","160","00","3","5","240526","24","0526",7967,7967,4820.00336276571,1.6529034111355,7967,7967,7967,0,0,0,0,7967,7870,412,7346,13,89,10,97,10,39,2,4,42,7967,7895,72,31,30,0,11,0,7,0,0,7,0,0,0,0,0,0,0,0,4,5700,4535,32,4503,2498,80,87,48,41,158,127,133,151,93,153,150,107,119,100,107,81,119,70,123,89,209,136,8,0,9,33154,7852,7117,442,6596,16,63,0,735,0,735,0,0,0,7967,7529,438,132,306,438,262,83,61,32
"Kettering CDP","Kettering CDP, Maryland","160","00","3","5","240527","24","0527",9901,9901,1813.41285538505,5.45987085654451,9901,9901,9901,0,0,0,0,9901,9737,1667,7799,13,239,19,164,53,44,2,8,57,9901,9655,246,22,24,7,193,26,61,0,0,0,17,44,0,49,0,0,38,11,57,7772,6685,87,6598,3369,16,18,0,0,25,34,35,19,88,54,89,67,110,91,140,119,180,99,302,208,801,587,211,57,19,59748,9774,9616,1592,7688,13,192,131,158,72,86,0,0,0,9901,9288,613,356,257,613,249,190,134,40
"Kingstown CDP","Kingstown CDP, Maryland","160","00","3","5","240528","24","0528",1660,1660,840.543515151515,1.9749126250778,1681,0,0,0,1681,30,1651,1660,1654,1591,49,0,13,1,6,6,0,0,0,0,1681,1672,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,1004,0,1004,655,12,22,20,6,33,23,22,29,61,26,40,19,25,9,45,14,45,17,39,16,34,54,16,22,6,36450,1681,1620,1569,51,0,0,0,61,61,0,0,0,0,1681,1681,0,0,0,0,0,0,0,0
"Kingsville CDP","Kingsville CDP, Maryland","160","00","3","5","240529","24","0529",3550,3550,351.161341328343,10.1093132477834,3550,3550,0,3550,0,0,0,3550,3527,3492,2,2,31,0,23,20,0,0,0,3,3550,3516,34,0,0,0,34,0,26,26,0,0,0,0,0,0,0,0,0,0,8,2844,1846,0,1846,1246,19,33,24,25,12,62,40,36,65,44,79,42,10,51,39,39,19,36,88,52,203,117,53,41,17,45395,3550,3510,3510,0,0,0,0,40,40,0,0,0,0,3550,3373,177,106,71,177,9,32,44,92
"Kitzmiller town","Kitzmiller town, Maryland","160","00","3","5","240530","24","0530",275,275,1066.2375748503,0.257916252893836,278,0,0,0,278,0,278,275,275,275,0,0,0,0,0,0,0,0,0,0,278,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,110,0,110,114,9,21,14,10,9,2,2,6,3,4,6,6,2,2,3,0,6,2,4,3,0,0,0,0,0,15833,278,234,234,0,0,0,0,44,44,0,0,0,0,278,275,3,0,3,3,0,0,0,3
"Lake Shore CDP","Lake Shore CDP, Maryland","160","00","3","5","240532","24","0532",13269,13269,1301.76328681818,10.1930974197564,13269,13269,13269,0,0,0,0,13269,13190,12876,181,42,91,0,79,67,0,0,4,8,13269,13223,46,0,12,12,22,0,0,0,0,0,0,0,0,7,0,7,0,0,15,10324,7888,34,7854,4395,86,117,50,62,50,69,118,97,90,102,132,142,134,152,144,133,184,222,343,269,763,581,159,90,106,51516,13223,13005,12703,149,81,72,0,218,185,33,0,0,0,13269,13079,190,139,51,190,28,26,50,86
"Landover CDP","Landover CDP, Maryland","160","00","3","5","240534","24","0534",5052,5052,6275.59682302158,0.80502303485576,5052,5052,5052,0,0,0,0,5052,4895,1056,3740,16,72,11,157,44,56,1,11,45,5052,4981,71,0,8,0,63,0,24,0,0,0,0,0,24,9,0,0,9,0,30,3782,3113,61,3052,1758,29,73,18,31,44,48,92,67,71,35,128,81,144,106,54,100,64,60,107,137,126,127,11,5,0,37925,5045,4773,1071,3509,16,112,65,272,21,251,0,0,0,5052,4464,588,140,448,588,300,141,113,34
"Landover Hills town","Landover Hills town, Maryland","160","00","3","5","240535","24","0535",2074,2074,7818.97396215429,0.26525219421866,2074,2074,2074,0,0,0,0,2074,1986,1152,796,0,37,1,88,24,13,0,1,50,2074,1988,86,26,5,0,55,0,19,12,0,4,0,3,0,26,4,8,3,11,10,1576,1173,12,1161,723,26,17,24,12,35,17,36,13,41,19,57,28,20,34,29,30,18,19,62,42,80,50,9,2,3,38713,2055,1952,1096,769,0,36,51,103,66,28,0,0,9,2074,1892,182,50,132,182,134,30,12,6
"Langley Park CDP","Langley Park CDP, Maryland","160","00","3","5","240540","24","0540",17474,17474,17952.1817976993,0.973363583151737,17474,17474,17474,0,0,0,0,17474,10518,1860,7044,34,1497,83,6956,1839,550,39,65,4463,17474,10759,6715,279,58,134,6244,317,5043,682,272,418,0,3625,46,423,103,51,106,163,461,13177,10627,0,10627,5509,205,323,250,260,266,206,396,262,353,282,260,161,265,351,190,85,231,144,322,139,361,154,43,0,0,29570,17313,14936,3104,6890,81,1240,3621,2377,656,667,0,320,734,17474,7039,10435,1317,9118,10435,8391,1532,390,122
"Lanham-Seabrook CDP","Lanham-Seabrook CDP, Maryland","160","00","3","5","240542","24","0542",16792,16792,3208.96321818048,5.23284277764994,16792,16792,16792,0,0,0,0,16792,16304,8942,6276,53,1015,18,488,258,68,7,33,122,16792,16475,317,33,47,32,205,7,86,17,6,0,22,41,0,52,0,0,20,32,60,13460,10319,96,10223,5744,106,52,75,39,59,81,85,125,211,197,240,223,194,168,232,155,300,150,384,468,1008,802,288,40,62,52201,16616,16099,8960,6069,58,989,23,517,200,258,0,59,0,16792,14927,1865,895,970,1865,786,607,307,165
"Lansdowne-Baltimore Highlands CDP","Lansdowne-Baltimore Highlands CDP, Maryland","160","00","3","5","240545","24","0545",15509,15509,3783.734353052,4.09886068970204,15509,15509,15509,0,0,0,0,15509,15292,14227,783,59,220,3,217,161,4,1,14,37,15509,15324,185,53,11,15,106,0,37,14,0,0,0,23,0,69,53,0,0,16,0,11645,8119,14,8105,5459,188,404,226,195,218,262,308,301,311,233,296,206,315,273,259,189,196,141,198,131,366,197,36,5,5,30705,15352,13889,13196,465,46,176,6,1463,1117,308,9,29,0,15509,15088,421,140,281,421,219,81,54,67
"La Plata town","La Plata town, Maryland","160","00","3","5","240550","24","0550",5841,5841,1203.50993699284,4.85330433963401,5840,5840,0,5840,0,0,0,5841,5753,4623,1014,30,85,1,88,64,6,1,3,14,5840,5709,131,47,0,0,84,0,0,0,0,0,0,0,0,53,10,0,0,43,31,4431,2967,72,2895,1931,125,62,43,37,95,63,39,42,66,55,108,39,63,65,45,45,100,40,76,68,238,241,96,32,48,43528,5326,5007,4030,701,103,90,83,319,134,159,11,8,7,5840,5638,202,138,64,202,39,93,11,59
"Largo CDP","Largo CDP, Maryland","160","00","3","5","240553","24","0553",9475,9475,3108.70741069166,3.04789056937716,9475,9475,9475,0,0,0,0,9475,9307,1002,8142,31,124,8,168,28,75,2,19,44,9475,9360,115,57,0,0,58,0,46,24,0,0,22,0,0,0,0,0,0,0,12,7306,6385,73,6312,3745,41,46,21,20,48,44,138,107,102,180,150,73,175,160,224,119,167,116,312,320,624,377,133,37,11,48739,9452,9309,1020,8061,57,130,41,143,10,133,0,0,0,9475,9193,282,146,136,282,104,128,42,8
"Laurel city","Laurel city, Maryland","160","00","3","5","240555","24","0555",19438,19438,6137.28961891991,3.1671961414493,19438,19438,19438,0,0,0,0,19438,18851,15142,2671,41,973,24,587,364,46,1,3,173,19438,18869,569,129,92,18,330,0,93,5,0,16,22,50,0,96,43,0,0,53,141,15843,13439,432,13007,8524,94,190,154,128,166,186,363,216,332,289,435,357,377,293,438,406,320,338,620,511,1288,757,165,24,77,44002,19208,18536,14957,2485,69,875,150,672,325,245,0,73,29,19438,18067,1371,559,812,1371,707,343,127,194
"La Vale CDP","La Vale CDP, Maryland","160","00","3","5","240560","24","0560",4694,4694,577.686085626039,8.1255202726808,4694,4694,4694,0,0,0,0,4694,4679,4617,19,1,42,0,15,9,3,0,1,2,4694,4694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3782,2161,5,2156,1850,54,178,80,89,71,61,93,134,76,110,82,43,72,38,82,35,62,57,58,77,146,55,34,25,38,29523,4672,4397,4312,25,0,60,0,275,275,0,0,0,0,4694,4613,81,45,36,81,0,29,13,39
"Lawsonia CDP","Lawsonia CDP, Maryland","160","00","3","5","240562","24","0562",1326,1326,208.128239985455,6.37107198952273,1306,0,0,0,1306,0,1306,1326,1316,1204,108,1,3,0,10,4,1,2,0,3,1306,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,644,0,644,498,38,53,56,25,31,25,30,19,29,11,7,33,10,7,8,13,8,0,16,23,36,7,6,0,7,21750,1306,1103,995,102,0,6,0,203,140,63,0,0,0,1306,1300,6,0,6,6,0,6,0,0
"Laytonsville town","Laytonsville town, Maryland","160","00","3","5","240565","24","0565",248,248,252.781197953562,0.981085626651552,244,0,0,0,244,5,239,248,244,240,3,1,0,0,4,4,0,0,0,0,244,238,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,139,0,139,90,0,3,5,0,0,2,3,0,5,0,4,4,2,2,4,0,5,4,5,6,20,7,6,3,0,51877,244,241,241,0,0,0,0,3,3,0,0,0,0,244,241,3,3,0,3,3,0,0,0
"Leonardtown town","Leonardtown town, Maryland","160","00","3","5","240570","24","0570",1475,1475,555.993639935963,2.6529080443616,1475,0,0,0,1475,5,1470,1475,1458,1248,184,5,21,0,17,12,0,0,0,5,1475,1469,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1188,719,14,705,570,31,37,29,18,31,25,46,16,36,10,22,27,19,29,23,21,20,11,21,16,39,27,5,5,6,30682,1326,1219,1100,117,0,0,2,107,57,38,7,5,0,1475,1468,7,4,3,7,0,1,3,3
"Lexington Park CDP","Lexington Park CDP, Maryland","160","00","3","5","240574","24","0574",9943,9943,1238.14850156258,8.03053913763307,9943,9943,0,9943,0,0,0,9943,9629,7214,2099,54,243,19,314,154,37,1,28,94,9943,9663,280,40,29,0,211,0,9,0,0,0,0,0,9,9,0,9,0,0,193,6818,5485,1295,4190,3578,102,164,96,128,199,255,237,208,229,153,236,218,148,175,161,64,75,84,172,107,216,134,8,9,0,30191,9922,9033,7079,1680,17,222,35,889,407,463,8,3,8,9943,9595,348,239,109,348,148,102,74,24
"Linganore-Bartonsville CDP","Linganore-Bartonsville CDP, Maryland","160","00","3","5","240575","24","0575",4079,4079,263.160071042471,15.5000718150045,4079,4079,0,4079,0,0,0,4079,4045,3855,158,6,26,0,34,24,0,0,0,10,4079,4035,44,30,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,14,0,3124,2357,27,2330,1459,19,65,15,29,15,51,63,30,36,48,50,53,69,72,52,46,31,69,88,79,206,144,63,48,18,46331,4062,3970,3728,154,27,47,14,92,92,0,0,0,0,4079,4007,72,41,31,72,31,9,10,22
"Linthicum CDP","Linthicum CDP, Maryland","160","00","3","5","240577","24","0577",7547,7547,1794.25733761704,4.20619709434947,7547,7547,7547,0,0,0,0,7547,7521,7264,84,9,164,0,26,20,2,0,0,4,7547,7494,53,0,24,0,29,0,5,0,0,5,0,0,0,0,0,0,0,0,24,6150,4002,5,3997,2815,41,68,59,86,63,90,87,64,101,108,73,100,64,67,108,128,104,85,213,112,447,394,100,10,43,47416,7529,7451,7150,144,20,130,7,78,78,0,0,0,0,7547,7322,225,152,73,225,25,74,32,94
"Lochearn CDP","Lochearn CDP, Maryland","160","00","3","5","240579","24","0579",25240,25240,4531.17745338601,5.57029607859187,25240,25240,25240,0,0,0,0,25240,25004,7774,16964,48,192,26,236,80,104,0,4,48,25240,25042,198,8,85,16,89,18,0,0,0,0,0,0,0,5,5,0,0,0,66,20093,14611,61,14550,9510,294,410,290,216,311,338,287,335,321,359,360,362,505,433,357,250,308,321,687,522,1136,801,204,56,47,39619,25022,23634,7387,15922,32,200,93,1388,313,1038,0,37,0,25240,24209,1031,585,446,1031,412,264,125,230
"Loch Lynn Heights town","Loch Lynn Heights town, Maryland","160","00","3","5","240580","24","0580",461,461,1511.3727443038,0.30502071824271,458,0,0,0,458,0,458,461,461,461,0,0,0,0,0,0,0,0,0,0,458,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,232,0,232,189,16,22,12,15,17,10,14,7,12,8,15,3,8,6,6,2,3,2,4,2,0,5,0,0,0,20446,458,411,411,0,0,0,0,47,47,0,0,0,0,458,458,0,0,0,0,0,0,0,0
"Lonaconing town","Lonaconing town, Maryland","160","00","3","5","240590","24","0590",1122,1122,2911.79011623247,0.385329970640791,1111,0,0,0,1111,0,1111,1122,1122,1122,0,0,0,0,0,0,0,0,0,0,1111,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,447,0,447,452,36,102,23,17,42,30,24,11,11,14,26,9,16,8,18,13,4,2,9,4,24,9,0,0,0,18000,1083,876,876,0,0,0,0,207,207,0,0,0,0,1111,1107,4,4,0,4,0,0,0,4
"Londontowne CDP","Londontowne CDP, Maryland","160","00","3","5","240592","24","0592",6992,6992,2315.75397647059,3.01931900842784,6992,6992,6992,0,0,0,0,6992,6914,6789,76,31,18,0,78,65,3,1,4,5,6992,6872,120,32,25,0,63,0,53,0,9,28,16,0,0,0,0,0,0,0,10,5387,3987,31,3956,2465,25,39,41,48,35,35,58,70,43,52,153,56,56,77,118,116,127,92,218,147,341,251,110,56,101,49769,6854,6659,6420,118,88,12,21,195,187,0,8,0,0,6992,6915,77,51,26,77,9,12,27,29
